,caption,target,prediction,onnx
429,"@greasy_glass blue cheese satin bubble cap
#headyglass #headyart #glassart #foglass #cannabiscommunity #glassofig #glassofinstagram #madebymestudios #glassforsale #glasspencil #bho #dabs #glassauction #glassforsale #bubblecap #bubblecaps #greasyglass #bestofglass",0,0,0
430,"This one is for all the glassblowing friends!  Scroll right to see most of the stuff that Ed Hoy carries.  Forgot to take pictures up front of the tools

Please like, comment, and share!  It’s an easy way to support your favorite glass blowers!  Thanks for looking! 
#glassofig #dabs #glassforsale #lakehouseglass #dabstagram #glassporn #glassblower #vegan #veganstoner  #chicagoglass #puffpuffpass #boroforsale #weshouldsmoke #fumed #wakenbake #glass4sale #smokeweedeveryday #glassart #glasslife #cannabiscommunity #cannabisculture #fueledbythc #weedporn #710community #bubblecap #dabbers_unite #stonernation",0,0,0
431,"Since I wasn’t home all day on 4/20 and wasn’t able to post a video, here’s a good one. Hope it makes up for not posting yesterday. 👍 #bongrips #dabs #weed #shatter #420 #710 #piecewater #littlerocketship #treeperc #twoholediffy #thermalbanger #bubblecap #headyglass #litandlonely #philipshuelights #yellow 
Song - little Einsteins remix 
Artist - 886beatz",0,0,0
432,Red white and blue Micro rig pendant! Comes with a matching bubble cap. Both have an opal on them! Up on my website! Paulsonpieces.bigcartel.com #terpsauce #stonerfam #thousanddollarsmoke #dabsociety #teamsmallnips #microrig #rig #pendant #bubblecap #puffcocap,0,0,0
433,"*SOLD*
@crunklstein #chippingawayatit UV bubble cap FOR SALE!! Purchased for 320+ tax. Asking 275 OBO. #crunklestein #millie #alienmillie #uv #bubblecap #headyglass #capncrunk #glassforsale #bestofglass #theglassaddicts #bhombingamerica #uvbubblecap",0,0,0
434,Love this lil’ set 🧡 a mini bubble cap for a 20 mm banger plus assorted dab tool,0,0,0
435,"Playing with my light box today and realized I didn't post any shots of my icy accessories from last week ❄️🥶❄️
More fitting now anyway since the temperature is actually below freezing. 😅
.
.
.
#chakaglass #bubblecap #linvillaorchards #glassphotography",0,0,0
436,Aucshun: 28.4mm bubble cap. Starts at whatever. 5 doll hairs shipping. Please tag who you outbid. Ends when I call it. #glassofig #glassauction #andymelts #carbcap #bubblecap #borobook #oprahswookclub #glassforsale,1,1,1
437,"@mjarsenal rigs back in stock along with the limited edition dino mini rig 🔥available now @goodtimeproductz #roseville #michigan #smokeshop .
.
.
.
.
.
.
#americanglass #localglass #localglassart #headyglass #headyglassforsale #glassofig #headyart #highsociety #boroofig #glassart #rigs #headies #functionalglassart #cannabiscommunity #cannabis #pot #dabs #dab #thc #stoner #high #highlife #highsociety #hightimes #headyglass #fortnite #backwood #backwoods #puffcopeak",0,0,0
438,"We still have a couple 44mms available💎
Edit: the Stemline Gridcap has SOLD!

Sovereignty shipping is now open to Canadians. Check out our Sov story highlight for photos and pricing.
.
.
#sgonly #sovereigntyglassforsale #sovereignty #sov #sovereigntyglass",0,0,0
439,"New cap just arrived from @briansheridanglass via @constant.gems. This little pomegranate bubble is perfect for my smallest banger (20mm on my enail)- I’m always amazed how small changes make a HUGE difference in the experience. With the correct cap size, I have better direction on my airflow and the ability to move the resin without splashing it everywhere (as much #ipullhard). I’ll grab better photos after it’s spa treatment today. #sdo #stayhigh #sockdraweroregano #headyglass #heady #glasscollector #stayconstantbeconscious #briansheridanglass @sockdraweroregano #glassphotography #pomagranate #bubblecap",0,0,0
440,@honeybadgerheadshop has an order heading there way! Stay tuned for that drop. #BorOregon,0,0,0
441,"Once in awhile you get shown the light, in the strangest of places if you look at it right ⚡
.
.
.
#gratefuldead #gratefuldeadart #gratefuldeadfamily #noeticeffect #ashevilleart #13pointbolt #headyart #gemstoneporn #crystalporn #healingcrystals #crystalwraps #crystalpendant #crystaljewelry #vintagegemstones #tourmaline #braziliantourmaline #jewelrydesigner #jewelrybox #riojeweler #silversmith #jeweler #jewelrydesigner #independantartist",0,0,0
442,@gordmanglass Frequency Turbine Available for purchase. Contact us via DM. #gordmanglass #gordman #heady #headyart #headylife #headyglass #headyglassforsale #headyglassart #glass #glassart #glassof52 #glassofig #glassporn #oprahsbookclub #thousanddollarsmoke #bestofglass #710society #high_larry_us #fueledbythc #ffourtwenty #glassofig #functionalglassart #ballersonly,0,0,0
443,"🌙Available Moonstone bubblecap. This one is 28mm in diameter, and pivots nicely in 25mm and 30mm buckets. Send a DM for other questions. Have a good afternoon!
#jongglass #bubblecap #moonstone #glassofig #bestofglass",0,0,0
444,All sanded down 👌 #new #love #pendant #jewelry #design #gemstones #colorado #tourmaline #heady #art #headyart #wirewrap #silver #amethyst #artforsale #artist #nature #gems #crystals #geology #opal #riojeweler #etsy #shop #ring #artisan #denver #glassofig,0,0,0
445,This ain't VDOT but I build alot of bridges #ozoneglassart #dryheaterz #14mm #10mm #bangerhanger #quartzbanger #minitube #rig #spoon #bubbler #bubblecap #cbd #lowtemp #dabs #vape #yoga #barista #baked #headyglass #glassofig #glassforsale #bestofglass #420 #710,0,0,0
446,"I need to get better at taking pictures and videos😂 Hard to get that sparkle blue to pop on camera, but its bangin in person😋😍 #pendantsofig #pendant #stars #shootingstars #planets #galaxy #spacetech #oprahsbookclub #high_larry_us #glassart",0,0,0
447,Gotta throw some suction cups in there right? Accent one or two caps with more art stuffs! This #bubblecap is #forsale!,0,0,0
448,"🍑🍑🍑 AUCTION! 🍑🍑🍑
All peach nano! This one has a physical defect, function is not affected tho! (See video)
Starts: Now! <---------------
Ends: later
Reserve: none
Starting bid: $20
Minimum increments: $5
Please tag the person you outbid!
Winner pays shipping: $8 US ($12 Int)
Measures apx: 3” tall 
Have fun!! Good luck!! ✌️️😜
#glassauction #nanoshredder #selkonano #handspunwithlove #Selkoshredder #coloradoglassblowers #glassofig #headyglass #glassart #headyglass #keepitchronic #weshouldsmoke #glassforsale #glassblowing #rigsofig #10mmmafia #glassfortrade #bororforsale #sellglass #borofortrade #boro #boromarket #glassporn #functionalglassart #glasslife #glasspipe #boroofig",1,1,1
449,"👀Here are a few new bubble caps from yesterday: two clear 25mm, two silver fume for 30mm buckets, and a special request Samurai White for a 30mm Toro Core Reactor🔥 Send a DM for other questions. Have a good week!

#jongglass #bubblecap #simax #silverfume #samuraiwhite #seattle",0,0,0
450,"📣AUCTION📣
Time: 72 Hrs ⏰
🔮Pendant🔮
Artist: @BriansFlameWorks

Description: 2 3/4"" x 1 3/4"" (Selling personal collection owned by @ReeferPsychosis)

Starts🙋: 7/05/19
Ends🏁: 7/08/19 7:10pm PST
Bidding starts at💲15
Minimum increments of💲5
No Reserve! 
BIN💰$70.00! 
Shipping Not Included (US)-5.95
International🌎Fees Vary
Free Slaps Included At $35
Shipping Is Free At $40
Winner MUST Make Payment Via PayPal Within 12hrs Of Auctions End! Do Not Bid If You Cannot Pay You Will Be Blocked!
👇👇PLACE YOUR BIDS BELOW👇👇",1,1,1
451,"👉Swipe To The End To Peep The Function 👉 @fumegator killed it with this drop at #TeamHeadies 😎 This Jammer has a window style perc with a total of 12 holes which shreds water 💦 for days with out any splash! This fumed marble on the back is swirling 🌀 This Local homie has been absolutely slaying the game lately ❤️ To check out our available work from @fumegator -Call/Text/FaceTime/DM us at 614-600-8680 with any questions📱
@boro_bulb with the photos 📸 
#TeamHeadies
#dabbersdaily
#710society 
#710
#420 
#Blessed 
#customerservicematters
#professionalpluckers
#topshelflife
#headies 
#highendglass 
#glassporn 
#glassforsale 
#thousanddollarsmoke 
#bestofglass 
#glassofig 
#highsociety 
#dabs 
#glassart 
#rigs 
#headyglass 
#headyart
#glassart 
#functionalglassart 
#dabbers
#highlife
#hightimes
#glass
#art",0,0,0
452,Available...Large Puzzle Bubble Capper made out of UV reactive colors from @northstarglass. For this piece to function you must line up the marbles correctly first. Thanks for looking!!! LISTEN to Al Jarreau!!! #glasspav #uvreactive #bubblecap #bestofglass #rosin #dab #dabs #weed #weedstagram420 #weedstagram #auction #glassauction #headyglass #heady #glassblower #glasssculptor #uv #northstarglass #aljarreau #legend #glassofig,0,0,0
453,"Real happy with these fumes. Gonna make a lil dry so the colors can fill in nicely. Big shout out to @bpglass94 for coming up with and mastering this technique in 95! Thanks for looking everyone!

#420 #710 #fume #fumetech #glassofig #glassachusetts #terps #eastcoastdabbers #fumecrew #eastcoastglass #glassblowing #headyglass #Headyart #pendant #pendants #pendantsofig #sauce #dabachusetts #dankachusetts #dabbers_unite #oprahsbookclub #kbergtech #glassforsale #diamonds #978 #thermalbanger #oprahsfavoritethings",0,0,0
454,"💥🍹💥AUCTION💥🍹💥 Today auction is a gorgeous dual kingstem with one of my crossbone pirate skull and a steal your face from the talented @jkellyglass. The piece sit 15 inches tall in a 75mm bore tubing,18m those are made for the huge puff cravei18mm joint you. It is up to date my favorite function i do . i love these tube ! Color is secret white from @trautmanartglass 📣📣RULES📣📣
👉this auction is finished 
Thanks for the support ! 
#yougoglass #yougoauction #glassauction #auction #availableglass #available #glassforsale #madeinquebec #canadianglass #cloudsovertheworld #cloudsovercanada #yougoboro #dual #kingstem #flowerpower #flower #tube #420 #glassofig",1,1,1
455,Felt like I should repost the DROP TESTS on concrete floor of my caps here 🤓📝 3 drops with the same cap 👉swipe 👉 the last one is unreal lol #droptest #undestructible #undestructiblecaps #qualityfirst #reliable #bubblecap #bubblecapsofig #borosilicate #pyrex,0,0,0
456,Donut scooz by @ajmglassworks #headyglass #glassofig #glassforsale #heady #bestofglass #glassart #thousanddollarsmoke #cannabiscommunity #society #glass #oprahsbookclub #glassporn #headyglassforsale #dabbersdaily #dabs #boro #highlife #highsociety #cannabis #headyart #smokeshop #functionalglassart #weshouldsmoke #terps #weed #wedontsmokethesame #headshop #headyforsale #bong #bhfyp,0,0,0
457,"So nice, make it twice! Got my second @gasp.one bubble today. @gasp.one Seriously makes the best bubble. Misplaced my other one ☹️ so I had to scoop a second. Thanks @cosmiccowboysmokeshop for the steal! 🙏🙏🙏 #gaspone #gaspglass #bubble #cap #bubblecap #glass #glassofig #heady #headyglass #art #glassart #fumedglass #dank #cannabiscommunity #potheadsociety #420 #710",0,0,0
458,(SOLD) AUCTION IS LIVE ON MY PREVIOUS POST! ENDS AT 6PM PST TOMORROW 7/2! BID UP🤙🏼,0,0,0
459,"🚨24 Hour Auction🚨
Watermelon slice pendant. Leave your bids in the comments below!
Artist: @misslochnessa
(2.5 x 1.75 inches) (L x W)
👇👇AUCTION RULES👇👇
👉Starting Bid: $40
👉Bid Increments: $5 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Saturday 12:30 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
460,Arctic Blitz bubble cap with Terps tip . #arcticblitz #terps #glass #glassofig #sand #bubblecap #solventless,0,0,0
461,"@slugworthglass420 #slugworthglass #puffcopeak
.
.
Prices start at $200 to $470 #DontSleep .
.
#puffcopeakattachment #klein #bongbeauties #TopHat #BubbleCap #BubbleCaps",0,0,0
462,Squeezed in a little bit of time on my “day off” to blow some pieces that had been on backorder for way too long. Made a lil slug bubble cap and a cool lil water pipe #drizzyglass #bubblecap #slugglecap #headyglass #handblown #reddingartists #reddingart #norcalglassblowers #selfemployed #glassblowing #bubbler #heady,0,0,0
463,"Huge price rip on this @therambler42 rig! #functionalglassart #headyglassforsale #headyart #borosilicate #artglass #bestofglass #smokeshop  #glasswork #lampworking #headshop #glass4sale #oprahsbookclub #glasslife #boroforsale
#glass4sale #glasscollector #glassblowing #lampwork #glass_of_ig #glasscollector",0,0,0
464,"for the on-the-go bubbles 
hmu for it
#bubblemaker #bubbler #borosilicate #glass #art #coe33 #boro #glassofig #dabbersdaily #lampworking #glassblowing #headyart #headyglass #oprahsbookclub #nofilter #glass_of_ig #glassart",0,0,0
465,"It’s a Sherlock 🕵🏻‍♂️ 🕵🏻‍♂️ Available at @theglassstache 
#fume #glassart #massglass #fumed #honeycomb #massachusetts #420 #710 #bestofglass  #headyart #boobs #dotstack #matt2000glass #m2k #m2kglass #glassofig #massachusetts #rigsofig #glass #art #tryitout #justglassin #ssdgm #megustalations #hailsatan #hailyourself",0,0,0
466,Custom Engineer Survivor Cap 🚀#mangoglass #glass #glassart #glassofig #rig #bubblecap #carbcap #engineersurvivor #gasmask #gas #mask #ether #respirator #primitive #raw #nofilter #dank #boro #travel #handmade #rockon,0,0,0
467,"Its elementary my dear Watson 
#ozoneglassart  #dryheaterz #sherlock #14mm #bangerhanger #rig #minitube #spoon #bubbler #sidecar #bubblecap #quartzbanger #lowtemp #headyglass #cbd #high_larry_us  #headyglassforsale #glassofig #glassforsale #glassart #fume #gold #silver #boro #420 #710",0,0,0
468,Full Haterade cap with opal encased in Haterade too. This cap is custom made 🙏 DM if interested in a custom for yourself. Thabk you for the support 🙏 #BarryGlass#coilpot#carbcap#thermalcap#opal#vitaminO#heady#headyglass#bubblecap#headyglassart#glass#glassart#glasslife#glasslove#glassofig#glassblowing#flameworking#gttmirage#glassforsale#glass4sale#progress,0,0,0
469,Hiding some glass along the beach. #terpsauce #thousanddollarsmoke #dabsociety #bubblecap #teamsmallnips,0,0,0
470,My fab egg by @rainglasswrx. My favorite non-recycling rig I own.,0,0,0
471,"💚🌈AUCTION 🌈💚 This heart pendant starts at 5$ and is made with the colors butterscotch red ruby and silver creek. I will call going once twice style 💥tonight💥starting  7pm eastern. 💚 min bid 1$ please 5$ us shipping and 15$ international. Be payment ready immediately. Thnk u🙏🏻
.
.
.
.
.
.
.
.
.
.
.
#precious_outs #glass #ctglass #glassofct #pendantsofig #glassofinstagram #glasspendant #pendy #pendant #heart #heartpendant #glassart #auctions #glassauction #glass4sale #glassforsale #auctions",1,1,1
472,"[[SOLD]] Juxtaposed colors representing the duality of Gemini.
#glassblowing #glassart #glass #glassofig #headyglass #glassforsale #boro #art #bestofglass #handmade #heady #glasslife #glassporn #neon #neonart #cannabiscommunity #plasmalight #glowbabyglow #neonlight #dabbersdaily #glasscollector #glasspendant #creationstation #shittyclosetartists #GoldenRatio #gemini #LeadingLines #psychedelicart #pendant #RuleOfThirds",0,0,0
473,"Time is officially running out!! This raffle is only going through July 10th! Buy 1 ticket for $1 or 6 tickets for $5! And be entered to win this rig, bubble cap, torch, and more!! #UnklRuckus #KeoWay #raffle #710life #smokeandskate #smokingglass #rig #bubblecap #torch #710 #waterpipe #pipesofig #buylocal",0,0,0
474,@n3rdglass recycler for sale $400 shipped in pelican #boroforsale #glassforsale #glassfortrade #borofortrade #glass #710 #oil #weed #420 #glassart glassblowing #heady #recylcler #kleinrecycler #n3rdglass #dabbersdaily  #710society #highclub #710life #glass_of_ig #glassforsaleortrade #glassofigforsale #headyart #functionalart,0,0,0
475,"Had an amazing time working with @vtboro... if youre not following him you should . Hope everyone likes this @vtboro x @glazzzcott collab featuring Illuminati accented #spacetech and #uv eigwags and a whole lot of #love . 
Thanks for looking and this 10mm rig is available , contact @vtboro or myself for details. Have a great say
!

#glazzzcott #vtboro #glassofig #headyart #rigs #dabstagram #headyglass #vtmade",0,0,0
476,Sold!! Not for sale!!! Parasaurolophus. 55 plus shipping. #420society #glass4sale #glass_of_ig #glassart #parasaurolophus #dinosaurs #functionalglassart #oprahswookclub #glassofig #glassforsale #headyglass #glassblowing,0,0,0
477,"🚨 Auction🚨
UV pencil ✏️
👈Swipe for /pics👈
🔹Starting BID: $25🔹
🔺Increments of at least $5🔺
🛫Winner pays shipping🛬
💰Must Be PayPal Ready💰
🎨 Artist -  @sherbetglassart
🔥Tag whoever you outbid🔥
(End Going once/twice style)
(Failure to make payment will result in being banned and blocked from future auctions.) 📸:@eltio_tony_ *
*
*
*
#latia #LaTiaBoston #latiaauctions #sherbet #sherbetglass #sherbetpencil #uv #headyglassofig #710society #710dabtools #glassgiveaway #glassgiveaways #glassauctions #boston #glassforsale #boroforsale #glassart #boro #glassofig #bestofglass #glassauction #glassporn #glasslife #headyglassforsale #headyart #boroofig #highendglass #heady #functionalglassart",1,1,1
478,"Coin drop! Fire v Earth Elemental Yin Yang. 2nd page dibs sheet, first to dibs their coin gets it, please be PayPal ready and add 6 for shipping! #georgeglass #murrine #millefiori #millis #millisofig #milli #milliforsale #glassblowing #lampworking #boroglass #boroofig #boro #boroforsale #glassforsale #glassart #texasglass #nofilter #localglass #localartist",1,1,1
479,🚨Attention Fam.🚨 💯Over Stock on wraps and Cigarillos. 💯 💰Buy A Box And Save!!💰Every Box Comes With 2x Clear Cyclones. 🔥🌪We have the deals you need. 🔥💯,0,0,0
480,***Sold*** This @glassalchemy #gluestick is clean as fuck! This #bubblecap is sized to fit #25mm flattop bangers #glassofig #glassforsale #headyart #420 #710 #dabs #opal #mayoralquartz #qcb #torograil #highlyeducated #eternalquartz #halenquartz #drlglass #drlglasslovesyou,0,0,0
481,Blue Satin @cpbglass 25mm bubble cap accented with a @grandpaglass white tumbled opal up for grabs 💙 $45 shipped DM or click the link in our bio to purchase 🔌 Use code BVSHIPS for free shipping 📦 #bvglassart #cpbglass #opals #vitaminO #americanglass #bluesatin #greasyglass #grandpaglass #bubblecap #carbcap #artofig #glassforsale #availableglass #glassofig #glassart #headyglass #glassforsale #bestofglass #borosilicate #boro #hustleboro #glassblowing #glassblowers #supportlocalglass,0,0,0
482,"Featuring crushed glass to represent sugar for a realistic look. Follow For More 💜Crafted By @Emperial1 #SourGang *SOLD*
.
.
.
Sign up for our newsletter and receive 10% OFF! Link in Bio. DM for availability.
.
.
.
#headyglass #headyart #art #trippyglass #glass #functionalglassart #love #dank #headyglassforsale #headyaf #headyglass #710society #glassblowing #glassforsale #glass4sale #headyasfuck #glassart #heady #borosilicate #glassartist #americanmade #oprahsbookclub #headyshop #nectarcollector #rig #710 #420 #glasspipe #glassporn",0,0,0
483,Super Mario #bubblecap Directional pearl pusher #42082carbcaps,0,0,0
484,"Custom JSD mens band fresh off the bench 🙌

Hand fabricated in sterling silver, features peridot, blue sapphires and black diamonds in a chunky, sculpted design. DM me to start planning one of your own! •
•
•
•
•

#handmade #handfabricated #handfabricatedjewelry #sterlingsilver #peridot #blackdiamonds #sapphires #handengraved #engraving #grstools #riojeweler #JSD #followmyart #coloradoartist #fortcollins #jewelryofig #ringsofinstagram #mensrings #mensfashion #oneofakind #handmadejewelry #dabstagram #topshelflife #glassart #glassforsale #headyart #alternativebridal #alternativefashion",0,0,0
485,"🚨24 Hour Auction🚨
Scyther Pokémon pendant. Leave your bids in the comments below!
Artist: @mythicglass
👇👇AUCTION RULES👇👇
👉Starting Bid: $80
👉Bid Increments: $10 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Wednesday 4:30 P.M. ET
👉Shipping Same Weekends 👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
486,"Champs tradeshow. DAY 2! my #bananacaps are at the @toobsdistribution table 724 come check them out! Limited quantities, four colors, all sized for 24mm bangers, talk to any of those handsome G's and get yours today! #champstradeshow #atlanticcity #toobsdistribution #adventurerolling #glasslife #borosilicate #borowhore #420 #710 #dabs #dabbing #bubblecap #lowtemp #terpslut #smokeshopowners #smokeshop #butts #love #handmade #nyart #nyartist #grind #artordeath #manifestharder #takebigbites",0,0,0
487,"FOLLOW & TAG A FRIEND BELOW 👇✌
ARTIST: @mcmilleman

DETAILS: 2.25"" 30mm Bubblecap with a Star Wars Vader Sugar Skull collab millie with @ryan_mccluer, @grimmglass and @galactic_glass and some fire fade linework.

MSRP: $400 shipped.  Lock this in today for only $40 using our free layaway plan.

Our gallery is the first in America to offer a free layaway plan to any customer who wishes to use it for only 10% down.

Photos by @adamvancephoto

#heady #dabbers_unite #dabbersdaily #dailydabbers #dabs #dablife #710society #cannabisculture #cannabiscommunity #hightimes #highlife #highsociety #highendglass #weedstagram420 #topshelflife #stoner #glassporn #glassforsale #headyglass  #bestofglass #dabstars #bubblecap #mcmilleman",0,0,0
488,🚨 NEWS ALERT 🚨 The @dallasobserver wrote an awesome article about @lodiglass and @asouthglass!! The article is titled Through the smoking glass: Headshops source locally blown glass. Head on over and give it a read!,0,0,0
489,"T.G.I.F 15% off glass 😎
 and smoking accessories 
like this @chuckbglass UV dabber (with opal 😍)
.
.
#smokesesh #headshop #toke #ganja #indica #happyplants #liveyourbestlife #glasssale #glassforsale #716 #buffalony #buffalove #headyart #dab #dabrig #headyglass #glassart #sale #chuckbglass #710 #solventless #bho #hash #smoke #friday #tgif #payday",0,0,0
490,"21mm Fumed!! Bubblecap
15💵to your Door📦🚪 😱Dm to Scoop!! I’ll throw in a wood stand 
#bubblecap#bubblecaps#carbcaps#dabbersdaily#headyglass#glassofig#borosilicate#glassblowing#glassart#710#glass#red#heady#terps#quartzbanger#bangerhanger#fumed#fume#fumedglass",0,0,0
491,"“Me and mine cut from different cloths” @iamreezy_ 😤🔥🚀 Here’s another shot from the Nobody Cares Work Harder tour 🙏🏻❤️🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀
.
#reezy #hightimes #rapphotography #livemusic #710 #710society #420 #its420somewhere #denver #explore #contemporaryglass #rapper #functionalglassart #headyart #headyglass  #oprahsbookclub #denver #canon #colorado #denverdabbers #cannabis #glassphotography #evergreen #glassgamestrong #denver #thcsamuel #art #worldpeace #hiphop #dizzywright #stillmovin #nobodycaresworkharder",0,0,0
492,"💚🤗 AUCTION 🤗💚 This eye leaf pendant starts at 5$ and is made with the color lokis lipstick. I will call going once twice style tomorrow starting  7pm eastern. 💚 min bid 1$ please 5$ us shipping and 15$ international. Be payment ready immediately. Thnk u🙏🏻
.
.
.
.
.
.
.
.
.
.
#precious_outs #glass #ctglass #glassofct #pendantsofig #glassofinstagram #glasspendant #pendy #pendant #leaf #leafpendant #glassart #auctions #glassauction #glass4sale #glassforsale #auctions",1,1,1
493,"🚨24 Hour Auction🚨
Lava Lamp perc in a straight shot. Leave your bids in the comments below!
(About 11.5 inches/ 14mm)
Artist: @downunderglass
👇👇AUCTION RULES👇👇
👉Starting Bid: $180
👉Bid Increments: $20 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Tuesday 1:20 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #nglassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
494,"A Lil something to get you though your Wednesday 😂💀 @myhouseisdirty your a legend my friend
.
#c9g #cloud9gang #smokeshop #vapeshop #headshop #cbd #headyglass #cloud9 #headyglassforsale #headyart #glassofig #glassgallery #atl #highsociety",0,0,0
495,"@_bradleymiller_  full size and peak #bubblecap drop 🤤 WE SHIP, DM FOR ORDERS!
#Farenhytesmokeshop #smokeshop #smoke #weshouldsmoke #inhale #vapor #vape #clouds #lit #cookies #backwoods #thccartridges #orlando #cartridges #floridaglass #edc #pipes #waterpipes #handpipes #glass #glassofig #glassart #407 #heady #glassoffl #florida #floridaglass #litty #juul #rigs",0,0,0
496,Auction 14mm Quartz White Bottom Banger  with beveld top to fit bubblecaps better.  Starts at 10$’s with 5$’s increments.  and we will call It at 7:10 pm PST Today.  Thanks. The Rules. Be PayPal ready and winner pay shipping 8$’s Priority mail.  Thanks everyone 🙏Our #glassauctions are going to support @lostmarbles.us  #bestofglass #sloryan #glassofig  #headyglass #seattledabbers #weshouldsmoke #dabbersdaily #710kingpen #dabsociety  #glassauctionsdaily #glassauctionsofig  #headyauction  #dailyauctions #glassporn #glasslovers #glasslife #glasslove #lostmarbles #quartzbanger #quartzlife #quartzlover #carbcap #terpsauce #terppearls #bubblecap #thousanddollarsmoke,1,1,1
497,Badass @mad_d_licious collab up for grabs. UV and CFL only $70 free shipping this collab is also a puffco sized cap! #terpsauce #stonerfam #thousanddollarsmoke #dabsociety #teamsmallnips #bubblecap,0,0,0
498,"Opal, London blue topaz, amethyst, .925 sterling silver. DM for pricing. Thx ❤️ #new #love #pendant #jewelry #design #gemstones #colorado #tourmaline #heady #art #headyart #wirewrap #silver #amethyst #artforsale #artist #nature #gems #crystals #geology #opal #riojeweler #etsy #shop #ring #artisan #denver #glassofig",0,0,0
499,"🔦sold🔦
30mm Lucy over white with a round Lucy grip!
.
- starts now @25
- bid in $5 increments
- ends when i call it
+ $3 for Shipping
.
.
.
.
.
.
! #bubblecap #bobbercap  #thermalbanger #brashbobber",0,0,0
500,"Them double dabs never disappoint they have me baked! Im now a double baked potato

The track is Artificial by @earthgang

If your interested in a free uv pearl just check out my last post ill give you one they are 💯% free
🍯🛢💣🍟👾💨
#doubledab #monday #minitube #cfl #uv #terps #giveaway #bubblecap #gasglass #shatter #errl #710society #vitamino #glasscollector #sativa #crumble #quartz #indica #dailydabber #dablife #dabwithme #710 #followme #dabstagram #westcoastdabbers #fueledbythc #weshouldsmoke #kosmicpotato #skruffles",0,0,0
501,"Check out this awesome @dankybeardglass sherlock -available in the Crystal River location! 🤖💨 (📸: @conceptscreename)
•
•
•
•
•
#inverness #crystalriver #brooksville #glassofig #glassofinstagram #glasslife #glasslove #glassart #glassaddict #glassforsale #glassporn #glasspipes #headyglass #headyart #vape #vapor #vaping #vapefam #vapelife #cbd #kratom #vapeporn #localart #supportlocal #localartist #glassblowing #floridaglass #smokeshop #pandorasboxCR #pandorasboxFL",0,0,0
502,"He's looking for a good Home 
Dm me on how he can be your New Dabbing Buddy 
#dragon#headyglass#glassblowing#art#sculpture#glass#glassofig#bubbler#bubblecap#carbcap#heady#glassworks#handmade#dabbersdaily#dragonhead#uvglass#glasslife#glasssculpture",0,0,0
503,Really had fun with this minitoob. Scooped up by @yojoeee ❤️❤️❤️,0,0,0
504,Sacred skull pendant with gold grill time is almost up on this auction @xfadeglass go leave your bid before it’s too late!,0,0,0
505,"Totally forgot to post anything of this one. (it was actually like the 6th attempt when I finally gave up)
.
NFS
I think I'll call this one ""You THOUGHT!"" As it was a constant reminder that you don't really control the resin. Or I guess, ""Resin Art is more of an Art than Science"" would be a better way to describe it. .
It was meant to be the milky way, but it turned into a wormhole, then it turned into this, lastly I added COPIOUS AMOUNTS OF GLITTER in hopes that it would make it tolerable. It kind of worked....
.
All colors, dyes, additives, etc are from @justresinart .
I believe it was Indigo, Carbon Black, Ultra Violet, and fine Halo (holographic) glitter.

#forsale #art #artofig #artforsale #resin #resinart #fluidart #fluidpainting #acrylicpouring #resinpainting #resinpour #directpour #artist #justresin #jrartsupplies #painting #paintingforsale #acrylicpainting #headyart #psychedelic #psychedelicart #psychedelia #originalart #abstract #abstractresin #abstractpour #emergingartist #abstractart #abstractartist #abstractartforsale",0,0,0
506,Rig: @doomglass  Bubble cap: @grateful_dom  Some more cbd rocks #cflglass #weedsociety #dabs #trichomes  #zittles #weshouldsmoke #puddlegang #facets #stickysituation #bubblecap #dragonbreath,0,0,0
